stock,total_score,raw_momentum_6m,raw_momentum_3m,raw_momentum_1m,volatility_adjusted,smooth_momentum,consistency_score,trend_strength,momentum_12_2,fip_quality,calculated_date,created_at
ITC.NS,0.4558,-0.0119,-0.0295,-0.0086,-0.0627,0.0034,0.45,0.0,-0.1153,0.4,2025-09-08,2025-09-07 19:42:04
PIIND.NS,0.4554,0.0208,-0.1146,-0.0095,-0.0765,0.0495,0.45,0.0,-0.1046,0.0,2025-09-08,2025-09-07 19:42:04
GMRP&UI.NS,0.4546,-0.1602,0.0296,-0.0514,0.0198,0.041,0.4833,0.0,-0.0408,-0.2,2025-09-08,2025-09-07 19:42:05
ACC.NS,0.4537,-0.1026,-0.0277,0.0263,-0.0195,-0.0077,0.4667,0.5,-0.1675,0.2,2025-09-08,2025-09-07 19:42:04
BHARATFORG.NS,0.4535,0.0673,-0.1098,-0.0343,-0.1369,0.0244,0.4,0.0,-0.1339,0.2,2025-09-08,2025-09-07 19:42:04
DBL.NS,0.453,0.0266,-0.09,-0.0292,-0.1203,0.0257,0.4667,0.0,0.0324,0.4,2025-09-08,2025-09-07 19:42:05
FINCABLES.NS,0.452,-0.0449,-0.0905,0.0529,-0.1677,0.0336,0.3833,0.5,-0.2499,0.0,2025-09-08,2025-09-07 19:42:04
LLOYDSME.NS,0.4517,0.0441,-0.1654,-0.0763,-0.1311,0.0762,0.4333,0.0,0.3451,0.2,2025-09-08,2025-09-07 19:42:04
NCC.NS,0.4501,-0.0305,-0.0937,-0.0512,-0.1063,0.0643,0.4333,0.0,-0.3042,0.2,2025-09-08,2025-09-07 19:42:04
GRINDWELL.NS,0.4499,-0.0631,-0.0759,0.0709,-0.1191,0.0134,0.45,0.5,-0.2419,0.0,2025-09-08,2025-09-07 19:42:04
MAXESTATES.NS,0.4492,0.0677,-0.1532,-0.0682,-0.1544,0.0497,0.4167,0.0,-0.1827,0.4,2025-09-08,2025-09-07 19:42:05
HGINFRA.NS,0.4486,-0.0766,-0.0569,0.0382,-0.0655,-0.0049,0.45,0.5,-0.2447,0.0,2025-09-08,2025-09-07 19:42:05
CROMPTON.NS,0.4484,-0.0159,-0.0768,0.0236,-0.047,-0.0345,0.4333,0.5,-0.1924,0.2,2025-09-08,2025-09-07 19:42:04
TATACOMM.NS,0.4483,-0.0108,-0.0731,-0.0851,-0.0864,0.0218,0.4667,0.0,-0.1073,-0.2,2025-09-08,2025-09-07 19:42:04
CESC.NS,0.4483,-0.0188,-0.1106,-0.0546,-0.0705,0.0526,0.4833,0.0,-0.0865,-0.2,2025-09-08,2025-09-07 19:42:04
GSPL.NS,0.4456,-0.0468,-0.0633,-0.0065,-0.1285,0.0449,0.4333,0.0,-0.1244,-0.2,2025-09-08,2025-09-07 19:42:04
TRIVENI.NS,0.4452,-0.0703,-0.0444,0.1088,-0.1437,-0.0056,0.3833,0.5,-0.0737,-0.2,2025-09-08,2025-09-07 19:42:05
JYOTHYLAB.NS,0.4444,-0.0957,0.001,0.0142,-0.0229,0.0087,0.4167,0.0,-0.1759,0.0,2025-09-08,2025-09-07 19:42:04
FEDERALBNK.NS,0.4439,-0.001,-0.0872,-0.0212,-0.1133,0.0341,0.35,0.0,-0.0994,0.2,2025-09-08,2025-09-07 19:42:04
SIGNATURE.NS,0.4437,-0.0184,-0.1149,0.0087,-0.2155,0.0169,0.4333,0.5,-0.1603,-0.2,2025-09-08,2025-09-07 19:42:04
NTPC.NS,0.443,-0.0839,-0.015,-0.0214,-0.0052,0.0026,0.45,0.0,-0.0938,0.4,2025-09-08,2025-09-07 19:42:04
BSOFT.NS,0.4424,0.0194,-0.1423,0.0179,-0.0812,-0.0156,0.4333,0.5,-0.3686,0.2,2025-09-08,2025-09-07 19:42:05
IRFC.NS,0.4419,-0.0357,-0.1157,-0.0065,-0.1528,0.0202,0.3833,0.5,-0.1729,-0.2,2025-09-08,2025-09-07 19:42:04
OBEROIRLTY.NS,0.4406,0.0118,-0.1717,0.0128,-0.1592,0.0229,0.4333,0.5,-0.174,-0.2,2025-09-08,2025-09-07 19:42:04
REDINGTON.NS,0.4397,0.0826,-0.1807,0.0036,-0.1237,0.0207,0.5167,0.0,0.229,0.4,2025-09-08,2025-09-07 19:42:05
PTCIL.NS,0.4396,-0.0671,-0.0848,-0.0108,-0.112,0.0573,0.45,0.0,0.1368,0.0,2025-09-08,2025-09-07 19:42:04
LICHSGFIN.NS,0.439,-0.0389,-0.0917,-0.0075,-0.0761,0.0388,0.4167,0.0,-0.0997,0.1,2025-09-08,2025-09-07 19:42:04
BAJAJELEC.NS,0.4386,0.1147,-0.157,0.0088,-0.1724,-0.0033,0.4167,0.0,-0.2543,0.0,2025-09-08,2025-09-07 19:42:05
SYNGENE.NS,0.4373,-0.1012,0.0042,-0.0306,-0.0159,-0.0222,0.5333,0.0,-0.2925,0.2,2025-09-08,2025-09-07 19:42:04
NAUKRI.NS,0.4365,0.0009,-0.1108,-0.0149,-0.0765,0.0174,0.4333,0.0,-0.1919,0.2,2025-09-08,2025-09-07 19:42:04
WIPRO.NS,0.4365,0.0212,-0.0721,-0.0099,-0.0518,-0.0367,0.4667,0.0,-0.1281,0.0,2025-09-08,2025-09-07 19:42:04
PERSISTENT.NS,0.4361,0.0909,-0.1504,-0.0299,-0.1269,-0.0036,0.4,0.0,-0.1267,0.0,2025-09-08,2025-09-07 19:42:04
PFC.NS,0.4356,-0.0594,-0.0523,-0.0437,-0.0374,0.0087,0.4,0.0,-0.1699,0.4,2025-09-08,2025-09-07 19:42:04
MAPMYINDIA.NS,0.4348,-0.043,-0.0664,-0.0742,-0.1053,0.0086,0.4833,0.0,-0.0552,-0.2,2025-09-08,2025-09-07 19:42:05
VBL.NS,0.434,-0.1456,0.0252,-0.0645,-0.0051,-0.0067,0.45,0.0,-0.2319,0.4,2025-09-08,2025-09-07 19:42:04
MGL.NS,0.4337,-0.0098,-0.0997,-0.0216,-0.0413,0.0012,0.45,0.0,0.115,0.0,2025-09-08,2025-09-07 19:42:05
GLAXO.NS,0.4334,-0.026,-0.1619,-0.0008,-0.1382,0.0213,0.4333,0.5,0.1752,0.0,2025-09-08,2025-09-07 19:42:04
DBREALTY.NS,0.4332,-0.1035,-0.2594,-0.0475,-0.115,0.2104,0.4333,0.0,0.0117,-0.2,2025-09-08,2025-09-07 19:42:05
GICRE.NS,0.4332,-0.0857,-0.0132,-0.0252,-0.0514,-0.0028,0.3667,0.0,-0.049,0.2,2025-09-08,2025-09-07 19:42:04
SWSOLAR.NS,0.4326,-0.006,-0.1563,-0.0142,-0.1573,0.0679,0.4,0.0,-0.466,0.2,2025-09-08,2025-09-07 19:42:05
CYIENT.NS,0.4324,-0.0009,-0.0847,0.0,-0.1203,-0.0102,0.4833,0.0,-0.3726,0.6,2025-09-08,2025-09-07 19:42:04
ANGELONE.NS,0.4318,-0.0006,-0.2087,-0.1306,-0.1875,0.0996,0.4833,0.0,-0.1967,0.2,2025-09-08,2025-09-07 19:42:04
ABB.NS,0.4309,-0.0145,-0.1453,0.0197,-0.1905,0.0031,0.4333,0.5,-0.3103,0.2,2025-09-08,2025-09-07 19:42:04
ORCHPHARMA.NS,0.4305,-0.059,0.0108,-0.0497,-0.0018,-0.0645,0.4333,0.0,-0.5508,0.2,2025-09-08,2025-09-07 19:42:05
CHOLAHLDNG.NS,0.4301,-0.0316,-0.1413,-0.0683,-0.0917,0.0486,0.4667,0.0,0.1428,0.4,2025-09-08,2025-09-07 19:42:04
PSB.NS,0.4298,0.0393,-0.0531,0.0214,-0.106,-0.1271,0.4333,0.5,-0.4171,0.0,2025-09-08,2025-09-07 19:42:04
CHEMPLASTS.NS,0.429,-0.0617,-0.0345,-0.0387,-0.0389,-0.0253,0.45,0.0,-0.1804,0.2,2025-09-08,2025-09-07 19:42:05
SUNPHARMA.NS,0.4288,-0.0627,-0.0429,-0.0295,-0.0748,-0.0239,0.55,0.0,-0.081,0.2,2025-09-08,2025-09-07 19:42:04
CLEAN.NS,0.4276,0.0222,-0.1908,0.0095,-0.15,-0.0,0.4167,0.5,-0.081,0.0,2025-09-08,2025-09-07 19:42:05
IRCTC.NS,0.4275,-0.0524,-0.0751,-0.0135,-0.1381,0.0126,0.4667,0.0,-0.1272,-0.2,2025-09-08,2025-09-07 19:42:04
UCOBANK.NS,0.4272,-0.0189,-0.0567,0.0189,-0.1272,-0.0768,0.3667,0.5,-0.3452,0.6,2025-09-08,2025-09-07 19:42:04
GRAVITA.NS,0.4254,-0.1198,-0.0609,-0.048,-0.0387,0.027,0.4667,0.0,-0.2226,0.0,2025-09-08,2025-09-07 19:42:05
ATGL.NS,0.4253,-0.0307,-0.0834,-0.0258,-0.1099,-0.0068,0.4667,0.0,-0.1472,0.4,2025-09-08,2025-09-07 19:42:04
POLYMED.NS,0.4249,-0.09,-0.0678,0.0725,-0.0674,-0.0351,0.3833,0.5,-0.242,0.4,2025-09-08,2025-09-07 19:42:04
ETHOSLTD.NS,0.4217,-0.0694,-0.0458,-0.1124,-0.1219,-0.0112,0.4333,0.0,-0.2269,0.2,2025-09-08,2025-09-07 19:42:05
CIEINDIA.NS,0.4201,-0.0237,-0.1114,-0.0008,-0.2309,0.0259,0.4167,0.0,-0.1687,0.2,2025-09-08,2025-09-07 19:42:04
LTTS.NS,0.4192,-0.0453,-0.0461,-0.0081,-0.1439,-0.0244,0.3833,0.0,-0.2347,0.4,2025-09-08,2025-09-07 19:42:04
INFY.NS,0.4184,0.0283,-0.1052,-0.0012,-0.1354,-0.0398,0.4333,0.0,-0.2381,0.4,2025-09-08,2025-09-07 19:42:04
AIAENG.NS,0.4178,-0.0337,-0.0774,-0.0166,-0.1624,-0.0118,0.4167,0.0,-0.1105,0.2,2025-09-08,2025-09-07 19:42:04
BLUEJET.NS,0.4178,0.0099,-0.1448,-0.0571,-0.1302,-0.0571,0.4333,0.5,0.4219,0.2,2025-09-08,2025-09-07 19:42:05
CASTROLIND.NS,0.4163,-0.0115,-0.059,-0.0343,-0.0721,-0.0744,0.5167,0.0,0.0374,-0.2,2025-09-08,2025-09-07 19:42:04
SUNDARMFIN.NS,0.4149,-0.085,-0.0696,-0.0054,-0.0643,-0.0137,0.4833,0.0,0.096,0.2,2025-09-08,2025-09-07 19:42:04
INFIBEAM.NS,0.4146,-0.0689,-0.0726,0.0974,-0.1745,-0.0478,0.35,0.5,-0.3865,0.4,2025-09-08,2025-09-07 19:42:05
AUROPHARMA.NS,0.4139,-0.0729,-0.0634,-0.0329,-0.092,-0.0248,0.4833,0.0,-0.1402,0.0,2025-09-08,2025-09-07 19:42:04
SRF.NS,0.4133,-0.0499,-0.0885,0.0041,-0.0954,-0.0143,0.4167,0.0,0.2456,0.0,2025-09-08,2025-09-07 19:42:04
NHPC.NS,0.4128,-0.0823,-0.0819,-0.0534,-0.1265,0.0002,0.4833,0.0,-0.0372,0.2,2025-09-08,2025-09-07 19:42:04
AEGISLOG.NS,0.4127,-0.0545,-0.1047,-0.0249,-0.091,0.0018,0.4,0.0,-0.1312,0.2,2025-09-08,2025-09-07 19:42:04
ADANIENT.NS,0.4122,-0.0556,-0.1174,0.0004,-0.1103,0.009,0.45,0.0,-0.0476,0.0,2025-09-08,2025-09-07 19:42:04
RESPONIND.NS,0.4113,-0.0398,-0.113,-0.0386,-0.0884,-0.012,0.45,0.0,-0.2497,0.6,2025-09-08,2025-09-07 19:42:05
TRITURBINE.NS,0.411,0.0141,-0.1542,0.0062,-0.1331,-0.0043,0.4,0.0,-0.3816,0.4,2025-09-08,2025-09-07 19:42:04
PETRONET.NS,0.4109,-0.0652,-0.0775,0.007,-0.1065,-0.0137,0.4,0.0,-0.1541,0.2,2025-09-08,2025-09-07 19:42:04
BALKRISIND.NS,0.4106,-0.0715,-0.0487,-0.0382,-0.0664,-0.0421,0.4167,0.0,-0.1528,0.2,2025-09-08,2025-09-07 19:42:04
CENTRALBK.NS,0.4094,0.0093,-0.0811,-0.0241,-0.1165,-0.0642,0.3833,0.0,-0.3686,0.4,2025-09-08,2025-09-07 19:42:04
KTKBANK.NS,0.4086,-0.0462,-0.1626,0.0248,-0.2658,0.006,0.3833,0.5,-0.1668,0.0,2025-09-08,2025-09-07 19:42:05
LODHA.NS,0.4083,-0.0273,-0.1807,-0.0412,-0.1681,0.0443,0.4167,0.0,-0.0788,0.2,2025-09-08,2025-09-07 19:42:04
SIEMENS.NS,0.4077,0.0914,-0.0208,-0.0221,-0.0507,-0.2056,0.5333,0.0,-0.5824,0.2,2025-09-08,2025-09-07 19:42:04
BLUEDART.NS,0.4071,-0.0957,-0.094,-0.0255,-0.0989,0.0071,0.4333,0.0,-0.2301,0.2,2025-09-08,2025-09-07 19:42:04
BHEL.NS,0.4057,-0.0381,-0.1932,-0.0381,-0.1651,0.0535,0.4333,0.0,-0.1385,0.0,2025-09-08,2025-09-07 19:42:04
JUSTDIAL.NS,0.4046,-0.0692,-0.0998,-0.0018,-0.1296,-0.004,0.4,0.0,-0.2706,0.4,2025-09-08,2025-09-07 19:42:05
MANYAVAR.NS,0.4044,-0.0737,-0.085,-0.0137,-0.07,-0.0259,0.4167,0.0,-0.481,0.4,2025-09-08,2025-09-07 19:42:04
TEXRAIL.NS,0.4021,0.0046,-0.2222,0.0427,-0.1553,0.0355,0.4333,0.0,-0.3543,-0.2,2025-09-08,2025-09-07 19:42:05
IREDA.NS,0.4017,-0.1263,-0.1465,0.0141,-0.1808,0.0147,0.4167,0.5,-0.2602,0.0,2025-09-08,2025-09-07 19:42:04
BAJAJHFL.NS,0.3995,-0.0961,-0.0789,-0.0038,-0.1285,-0.0137,0.4,0.0,-0.1501,0.5,2025-09-08,2025-09-07 19:42:04
SONACOMS.NS,0.3987,-0.043,-0.0793,-0.0236,-0.1236,-0.0564,0.4167,0.0,-0.3409,0.6,2025-09-08,2025-09-07 19:42:04
KNRCON.NS,0.3987,-0.1408,-0.1187,0.004,-0.0689,-0.0244,0.4167,0.5,-0.394,0.2,2025-09-08,2025-09-07 19:42:05
AXISBANK.NS,0.3984,-0.0502,-0.1432,-0.0114,-0.2177,0.02,0.3833,0.0,-0.0807,-0.2,2025-09-08,2025-09-07 19:42:04
HAPPSTMNDS.NS,0.3979,-0.0055,-0.1185,-0.027,-0.0456,-0.076,0.4833,0.0,-0.2198,0.2,2025-09-08,2025-09-07 19:42:05
RVNL.NS,0.3976,-0.0809,-0.17,0.0232,-0.2074,-0.0022,0.4,0.5,-0.2453,0.2,2025-09-08,2025-09-07 19:42:04
VMART.NS,0.3974,-0.0805,-0.1395,0.0065,-0.2067,0.0304,0.4167,0.0,-0.2499,0.2,2025-09-08,2025-09-07 19:42:05
KOTAKBANK.NS,0.3968,-0.0842,-0.119,-0.0196,-0.1001,-0.0098,0.4667,0.0,0.0889,0.2,2025-09-08,2025-09-07 19:42:04
UNITDSPR.NS,0.3961,-0.1058,-0.0923,0.005,-0.1831,0.0017,0.4333,0.0,-0.1237,0.2,2025-09-08,2025-09-07 19:42:04
MAHSEAMLES.NS,0.396,-0.0549,-0.1538,-0.0595,-0.071,-0.0063,0.4333,0.0,0.0026,-0.2,2025-09-08,2025-09-07 19:42:05
RATNAMANI.NS,0.393,-0.1056,-0.1407,0.0343,-0.1868,-0.0207,0.3833,0.5,-0.2985,0.0,2025-09-08,2025-09-07 19:42:04
AETHER.NS,0.3916,-0.107,-0.0371,-0.0009,-0.0608,-0.0706,0.4,0.0,-0.0972,0.0,2025-09-08,2025-09-07 19:42:05
PCBL.NS,0.3892,-0.1241,-0.1058,-0.0091,-0.0546,-0.0081,0.3833,0.0,-0.1163,0.0,2025-09-08,2025-09-07 19:42:05
RECLTD.NS,0.3891,-0.117,-0.0738,-0.0383,-0.1056,-0.0278,0.3667,0.0,-0.2764,0.4,2025-09-08,2025-09-07 19:42:04
AKUMS.NS,0.3889,0.0625,-0.1991,-0.0548,-0.2074,-0.041,0.3833,0.0,-0.2817,-0.2,2025-09-08,2025-09-07 19:42:05
TTML.NS,0.3887,-0.0103,-0.1403,-0.0052,-0.258,-0.0211,0.3333,0.0,-0.2999,0.4,2025-09-08,2025-09-07 19:42:05
HCLTECH.NS,0.388,0.0149,-0.1699,-0.0468,-0.2472,-0.0271,0.4,0.0,-0.2293,0.2,2025-09-08,2025-09-07 19:42:04
UBL.NS,0.3877,-0.121,-0.0657,-0.0515,-0.1991,-0.0179,0.3667,0.0,-0.0471,0.0,2025-09-08,2025-09-07 19:42:04
GODREJPROP.NS,0.3871,-0.0254,-0.1786,0.0144,-0.1792,-0.0135,0.4667,0.0,-0.3068,-0.2,2025-09-08,2025-09-07 19:42:04
ADANIENSOL.NS,0.3859,-0.1033,-0.109,-0.0366,-0.2,-0.0023,0.3833,0.0,0.2609,0.4,2025-09-08,2025-09-07 19:42:04
JSWHL.NS,0.3857,-0.2163,-0.1078,0.0755,-0.1419,0.0051,0.4,0.5,0.3252,0.0,2025-09-08,2025-09-07 19:42:05
ACE.NS,0.3844,-0.1467,-0.1299,0.1401,-0.0937,-0.0391,0.4,0.5,-0.1756,0.2,2025-09-08,2025-09-07 19:42:05
SUNTV.NS,0.3825,-0.1803,-0.0468,-0.0304,-0.1435,-0.007,0.3167,0.0,-0.246,0.4,2025-09-08,2025-09-07 19:42:04
TCS.NS,0.381,-0.0501,-0.1114,0.0085,-0.1749,-0.049,0.3333,0.0,-0.2861,0.0,2025-09-08,2025-09-07 19:42:04
ISGEC.NS,0.3806,-0.0759,-0.1586,0.0117,-0.2258,0.0096,0.3833,0.0,-0.2874,-0.2,2025-09-08,2025-09-07 19:42:05
INOXWIND.NS,0.3799,-0.095,-0.1604,0.0655,-0.1666,-0.0556,0.45,0.5,-0.2198,0.2,2025-09-08,2025-09-07 19:42:04
DEEPAKNTR.NS,0.3796,-0.0913,-0.1077,-0.0574,-0.1417,-0.0494,0.4833,0.0,-0.3542,0.6,2025-09-08,2025-09-07 19:42:04
FLUOROCHEM.NS,0.3796,-0.1429,-0.0523,-0.0099,-0.1012,-0.06,0.45,0.0,-0.1369,0.2,2025-09-08,2025-09-07 19:42:04
AURIONPRO.NS,0.3789,-0.1911,-0.0799,-0.1284,-0.0328,-0.0052,0.35,0.0,-0.2238,0.4,2025-09-08,2025-09-07 19:42:05
LMW.NS,0.3783,-0.0855,-0.1192,-0.0422,-0.161,-0.0322,0.3833,0.0,-0.1069,-0.2,2025-09-08,2025-09-07 19:42:04
JWL.NS,0.3771,-0.1423,-0.1544,0.0344,-0.2044,0.0458,0.35,0.0,-0.31,0.2,2025-09-08,2025-09-07 19:42:04
VTL.NS,0.3766,-0.1574,-0.1585,0.0378,-0.0994,0.0338,0.4,0.0,-0.1366,0.0,2025-09-08,2025-09-07 19:42:05
TIPSMUSIC.NS,0.3742,-0.0968,-0.128,-0.0118,-0.1673,-0.0256,0.3833,0.0,-0.336,0.4,2025-09-08,2025-09-07 19:42:05
IRB.NS,0.3739,-0.0819,-0.1539,-0.063,-0.2009,-0.0124,0.4,0.0,-0.1852,0.0,2025-09-08,2025-09-07 19:42:04
NEWGEN.NS,0.3737,-0.0526,-0.2432,0.0017,-0.1485,-0.022,0.3167,0.5,-0.2191,0.0,2025-09-08,2025-09-07 19:42:05
INDUSTOWER.NS,0.3734,-0.1142,-0.1886,0.012,-0.106,0.0184,0.4167,0.0,-0.0365,0.2,2025-09-08,2025-09-07 19:42:04
CMSINFO.NS,0.3731,-0.0815,-0.1477,-0.0371,-0.1811,-0.0271,0.4333,0.0,-0.1305,0.0,2025-09-08,2025-09-07 19:42:05
GARFIBRES.NS,0.3709,-0.1108,-0.1591,-0.0242,-0.1441,0.0012,0.35,0.0,-0.1563,0.2,2025-09-08,2025-09-07 19:42:05
EMBDL.NS,0.3696,-0.0313,-0.2343,0.0372,-0.1267,-0.0661,0.3833,0.5,-0.2505,0.0,2025-09-08,2025-09-07 19:42:05
SHRIRAMFIN.NS,0.3696,-0.1096,-0.1491,-0.0337,-0.0966,-0.0273,0.4167,0.0,-0.0044,0.0,2025-09-08,2025-09-07 19:42:04
AARTIIND.NS,0.3688,-0.0493,-0.2042,0.0069,-0.1881,-0.0161,0.45,0.0,-0.1635,-0.2,2025-09-08,2025-09-07 19:42:04
ELECTCAST.NS,0.3687,0.0096,-0.2747,-0.0055,-0.1904,0.0059,0.3833,0.0,-0.3512,0.2,2025-09-08,2025-09-07 19:42:05
EMUDHRA.NS,0.3607,-0.1898,-0.0794,-0.0677,-0.0483,-0.0575,0.4333,0.0,-0.2182,0.0,2025-09-08,2025-09-07 19:42:05
ABREL.NS,0.3602,-0.0289,-0.2274,0.0152,-0.3021,-0.0006,0.35,0.0,-0.355,0.2,2025-09-08,2025-09-07 19:42:04
BRIGADE.NS,0.358,-0.0599,-0.1894,-0.0273,-0.2607,-0.0312,0.4333,0.0,-0.2503,0.0,2025-09-08,2025-09-07 19:42:04
ROUTE.NS,0.3561,-0.1128,-0.1249,-0.0051,-0.2458,-0.0499,0.4167,0.0,-0.4079,0.4,2025-09-08,2025-09-07 19:42:05
EQUITASBNK.NS,0.3544,-0.0776,-0.1861,-0.0093,-0.186,-0.0291,0.3167,0.0,-0.2524,0.0,2025-09-08,2025-09-07 19:42:05
WELSPUNLIV.NS,0.3498,-0.1155,-0.2001,-0.0048,-0.1162,-0.0223,0.3833,0.0,-0.2492,0.0,2025-09-08,2025-09-07 19:42:05
SBICARD.NS,0.3494,-0.1002,-0.1859,0.0059,-0.2543,-0.0268,0.4333,0.0,0.1288,0.0,2025-09-08,2025-09-07 19:42:04
SHAKTIPUMP.NS,0.3477,-0.1536,-0.1436,-0.0583,-0.1298,-0.0407,0.3667,0.0,-0.0571,0.0,2025-09-08,2025-09-07 19:42:05
TORNTPOWER.NS,0.346,-0.2181,-0.134,-0.0486,-0.1157,-0.0165,0.4333,0.0,-0.1626,0.2,2025-09-08,2025-09-07 19:42:04
ICIL.NS,0.3365,-0.1472,-0.1936,-0.0409,-0.0939,-0.0446,0.4167,0.0,-0.2849,0.2,2025-09-08,2025-09-07 19:42:05
GANESHHOUC.NS,0.3351,-0.1917,-0.1265,0.0044,-0.1086,-0.059,0.35,0.0,-0.2997,0.4,2025-09-08,2025-09-07 19:42:05
PNBHOUSING.NS,0.3342,-0.1795,-0.2825,0.0332,-0.1773,-0.0027,0.4333,0.5,-0.0912,-0.2,2025-09-08,2025-09-07 19:42:04
ARVIND.NS,0.3332,-0.1478,-0.1743,0.0057,-0.2177,-0.0372,0.35,0.0,-0.2237,0.2,2025-09-08,2025-09-07 19:42:05
SANOFI.NS,0.3317,-0.1603,-0.1738,0.0047,-0.2481,-0.0288,0.3667,0.0,-0.1622,0.2,2025-09-08,2025-09-07 19:42:05
AVANTIFEED.NS,0.3238,-0.2288,-0.0984,-0.0049,-0.096,-0.0881,0.3833,0.0,0.1348,-0.2,2025-09-08,2025-09-07 19:42:05
IEX.NS,0.3228,-0.2223,-0.2531,0.0125,-0.087,-0.047,0.5,0.5,-0.1594,-0.2,2025-09-08,2025-09-07 19:42:05
SYMPHONY.NS,0.3228,-0.1839,-0.1217,-0.003,-0.2148,-0.081,0.3667,0.0,-0.3035,-0.2,2025-09-08,2025-09-07 19:42:05
JYOTICNC.NS,0.3223,-0.1555,-0.2055,-0.0229,-0.1991,-0.0383,0.3667,0.0,-0.2864,0.2,2025-09-08,2025-09-07 19:42:04
HFCL.NS,0.322,-0.1517,-0.2002,-0.0153,-0.2005,-0.0538,0.4333,0.0,-0.4758,0.6,2025-09-08,2025-09-07 19:42:04
AAVAS.NS,0.3187,-0.2059,-0.1805,-0.0398,-0.1057,-0.0535,0.4167,0.0,-0.0477,0.0,2025-09-08,2025-09-07 19:42:05
TEJASNET.NS,0.3094,-0.3138,-0.1805,0.0609,-0.1369,-0.0484,0.3833,0.5,-0.5609,0.3,2025-09-08,2025-09-07 19:42:04
ABFRL.NS,0.3081,-0.6738,0.1561,0.1467,0.1144,-0.3178,0.45,1.0,-0.7216,0.2,2025-09-08,2025-09-07 19:42:04
RKFORGE.NS,0.3053,-0.2477,-0.1608,0.0103,-0.1308,-0.0607,0.3667,0.0,-0.4136,0.2,2025-09-08,2025-09-07 19:42:05
QUESS.NS,0.3041,-0.0882,-0.0935,0.0002,-0.1567,-0.2317,0.4,0.0,-0.6045,0.6,2025-09-08,2025-09-07 19:42:05
IONEXCHANG.NS,0.3025,-0.1807,-0.2114,-0.0294,-0.2186,-0.0555,0.3333,0.0,-0.3497,0.4,2025-09-08,2025-09-07 19:42:05
JINDALSAW.NS,0.2951,-0.2124,-0.1697,0.0101,-0.1944,-0.098,0.4167,0.0,-0.3387,0.4,2025-09-08,2025-09-07 19:42:04
PRAJIND.NS,0.2943,-0.2031,-0.1845,-0.0107,-0.2073,-0.0845,0.35,0.0,-0.4848,0.2,2025-09-08,2025-09-07 19:42:05
GRWRHITECH.NS,0.2892,-0.029,-0.3178,0.0205,-0.2406,-0.1338,0.4333,0.0,-0.4059,0.0,2025-09-08,2025-09-07 19:42:05
JAIBALAJI.NS,0.2804,-0.2432,-0.2236,0.006,0.0067,-0.1003,0.3833,0.0,-0.4519,0.6,2025-09-08,2025-09-07 19:42:04
PDSL.NS,0.2694,-0.2106,-0.1945,0.0239,-0.3347,-0.1058,0.3333,0.0,-0.3968,0.2,2025-09-08,2025-09-07 19:42:05
MARKSANS.NS,0.2586,-0.1943,-0.3118,-0.0513,-0.306,-0.0605,0.3,0.0,-0.508,0.2,2025-09-08,2025-09-07 19:42:05
RAYMOND.NS,0.2336,-0.5966,0.0251,0.0033,0.0237,-0.2378,0.45,0.0,-0.6237,0.0,2025-09-08,2025-09-07 19:42:05
FIVESTAR.NS,0.2284,-0.2836,-0.2963,-0.0912,-0.342,-0.0829,0.45,0.0,-0.1712,0.2,2025-09-08,2025-09-07 19:42:04
PGEL.NS,0.2164,-0.419,-0.2628,0.1343,-0.1053,-0.1458,0.4667,0.5,-0.2204,0.0,2025-09-08,2025-09-07 19:42:05
ISEC.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-08,2025-09-07 19:42:04
IWEL.NS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-09-08,2025-09-07 19:42:05
